question,expected_articles,retrieved_articles,matched_count,total_expected,is_hit,recall_at_30,rank_of_first_hit,reciprocal_rank,precision_at_1
هل يمكن طلب تعويض من الدولة؟,القانون المدني - المادة 140 مكرر 1 | القانون المدني - المادة 756 مكرر | القانون المدني - المادة 677 | القانون المدني - المادة 185 | القانون المدني - المادة 182,القانون المدني - المادة 756 مكرر | القانون المدني - المادة 140 مكرر 1 | القانون المدني - المادة 132 | قانون العمل الجزاىري - المادة None | القانون المدني - المادة 182 | القانون المدني - المادة 182 مكرر | القانون المدني - المادة 399 | القانون المدني - المادة 131 | القانون المدني - المادة 103 | القانون المدني - المادة 677 | القانون المدني - المادة 700 | القانون المدني - المادة 185 | قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | القانون المدني - المادة 701 | القانون المدني - المادة 270 | القانون المدني - المادة 133 | القانون المدني - المادة 186 | القانون المدني - المادة 127 | قانون العقوبات - المادة 368 | القانون المدني - المادة 693 | القانون المدني - المادة 184 | القانون المدني - المادة 183 | القانون المدني - المادة 179 | القانون المدني - المادة 119 | القانون المدني - المادة 433 | القانون المدني - المادة 680 | قانون الإجراءات المدنية والإدارية - المادة 829 | القانون المدني - المادة 421 | القانون المدني - المادة 187 | القانون المدني - المادة 177,5,5,True,1.0,1,1.0,1
ما هي شروط ممارسة نشاط تجاري؟,القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 25 | القانون التجاري - المادة 28 | القانون التجاري - المادة 78 | القانون التجاري - المادة 5 | القانون التجاري - المادة 19,القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 25 | القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 8 | القانون 18-05 المتعلق بالتجارة الإلكترونية - المادة 3 | القانون 04-08 شروط ممارسة النشاط التجاري - المادة 31 | القانون التجاري - المادة 5 | القانون التجاري - المادة 2 | القانون التجاري - المادة 28 | القانون 04-08 شروط ممارسة النشاط التجاري - المادة 8 | القانون التجاري - المادة 4 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 17 | القانون التجاري - المادة 20 | القانون التجاري - المادة 117 | القانون التجاري - المادة 78 | القانون التجاري - المادة 118 | قانون العقوبات - المادة 383 | قانون العقوبات - المادة 23 | الأمر 03-03 المتعلق بالمنافسة - المادة 3 | القانون التجاري - المادة 23 | القانون التجاري - المادة 79 | القانون التجاري - المادة 30 | القانون التجاري - المادة 7 | القانون التجاري - المادة 119 | القانون التجاري - المادة 31 | دليل إجراءات المركز الوطني للسجل التجاري (CNRC) - المادة 0 | القانون التجاري - المادة 89 | القانون التجاري - المادة 19 | القانون التجاري - المادة 24 | دليل إجراءات المركز الوطني للسجل التجاري - المادة 0 | القانون التجاري - المادة 545 | القانون التجاري - المادة 595,5,5,True,1.0,1,1.0,1
كيف أتعامل مع الضرائب المفروضة؟,القانون المدني - المادة 719 | القانون المدني - المادة 311 | قانون الاجراءات المدنية والادارية - المادة 17 | القانون التجاري - المادة 17 | قانون الضرائب المباشرة والرسوم المماثلة - المادة 135,القانون المدني - المادة 311 | قانون الضرائب المباشرة والرسوم المماثلة - المادة 135 | قانون الرسوم على رقم الأعمال - المادة 1 | القانون المدني - المادة 313 | القانون المدني - المادة 719 | قانون العقوبات - المادة 366 | القانون المدني - المادة 847 | قانون العقوبات - المادة 363 | قانون العقوبات - المادة 266 | قانون العقوبات - المادة 222 | قانون العقوبات - المادة 210 | قانون الاجراءات المدنية والادارية - المادة 405 | القانون التجاري - المادة 588 | القانون المدني - المادة 403 | القانون المدني - المادة 406 | قانون العقوبات - المادة 228 مكرر | قانون الاجراءات المدنية والادارية - المادة 411 | القانون التجاري - المادة 216 | القانون المدني - المادة 393 | القانون التجاري - المادة 10 مكرر | القانون المدني - المادة 195 | قانون العقوبات - المادة 367 | القانون المدني - المادة 278 | قانون الاجراءات المدنية والادارية - المادة 334 | القانون التجاري - المادة 33 | القانون المدني - المادة 165 | القانون التجاري - المادة 10 | قانون العقوبات - المادة 217 | قانون العقوبات - المادة 207 | قانون العقوبات - المادة 6,3,5,True,0.6,1,1.0,1
هل يمكن لصاحب العمل عدم دفع راتبي؟,قانون 90-11 المتعلق بعلاقات العمل - المادة 88 | قانون العمل الجزاىري - المادة 80 | قانون العمل الجزاىري - المادة None | قانون العقوبات - المادة 367 | القانون التجاري - المادة 215,قانون العقوبات - المادة 366 | قانون 90-11 المتعلق بعلاقات العمل - المادة 88 | قانون العقوبات - المادة 367 | القانون التجاري - المادة 33 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 421 | القانون المدني - المادة 309 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 392 | القانون المدني - المادة 170 | القانون التجاري - المادة 215 | القانون المدني - المادة 173 | القانون المدني - المادة 502 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 17 | القانون المدني - المادة 195 | قانون العقوبات - المادة 48 | القانون المدني - المادة 498 | قانون 90-11 المتعلق بعلاقات العمل - المادة 148 | قانون الاجراءات المدنية والادارية - المادة 51 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 259 | قانون الاجراءات المدنية والادارية - المادة 68 | القانون المدني - المادة 387 | قانون 90-11 المتعلق بعلاقات العمل - المادة 12 | قانون العقوبات - المادة 23 | قانون الاجراءات المدنية والادارية - المادة 47 | قانون الاجراءات المدنية والادارية - المادة 17 | القانون التجاري - المادة 724 | القانون التجاري - المادة 588 | القانون المدني - المادة 349,3,5,True,0.6,2,0.5,0
ما هي حقوق العامل في الجزائر؟,قانون العمل الجزاىري - المادة None | قانون العمل الجزاىري - المادة 33 | قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | القانون المدني - المادة 312 | قانون 90-11 المتعلق بعلاقات العمل - المادة 88,قانون العمل الجزاىري - المادة None | قانون العمل الجزاىري - المادة 19 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون 90-11 المتعلق بعلاقات العمل - المادة 29 | قانون العمل الجزاىري - المادة None | قانون العمل الجزاىري - المادة 33 | قانون العمل الجزاىري - المادة 18 | قانون العمل الجزاىري - المادة 45 | قانون 90-11 المتعلق بعلاقات العمل - المادة 88 | قانون العمل الجزاىري - المادة 81 | قانون العمل الجزائري - المادة 9 | قانون 90-11 المتعلق بعلاقات العمل - المادة 55 | قانون العمل الجزاىري - المادة 21 | قانون العمل الجزاىري - المادة 83 | قانون العقوبات - المادة 8 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون العمل الجزاىري - المادة 42 | قانون رقم 90-11 يتعلق بعلاقات العمل - المادة 8 | القانون المدني - المادة 189 | قانون العمل الجزاىري - المادة 20 | قانون العمل الجزاىري - المادة 44 | قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | قانون العمل الجزاىري - المادة 13 | القانون المدني - المادة 845 | قانون العمل الجزاىري - المادة 22 | القانون المدني - المادة 190 | القانون التجاري - المادة 99 | قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 3 | قانون العمل الجزاىري - المادة None,4,5,True,0.8,1,1.0,1
هل يمكن طردي بدون سبب؟,قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | القانون المدني - المادة 442 | قانون الاجراءات المدنية والادارية - المادة 290 | القانون التجاري - المادة 94 | قانون الاجراءات المدنية والادارية - المادة 56,قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | القانون التجاري - المادة 579 | القانون المدني - المادة 120 | القانون المدني - المادة 427 | قانون العقوبات - المادة 433 | قانون العقوبات - المادة 23 | قانون العقوبات - المادة 285 | قانون الاجراءات المدنية والادارية - المادة 216 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون 90-11 المتعلق بعلاقات العمل - المادة 88 | قانون العمل الجزاىري - المادة 18 | القانون التجاري - المادة 187 | القانون المدني - المادة 80 | قانون الاجراءات المدنية والادارية - المادة 57 | قانون العقوبات - المادة 370 | قانون الاجراءات المدنية والادارية - المادة 290 | قانون العقوبات - المادة 26 | قانون العقوبات - المادة 13 | قانون الاجراءات المدنية والادارية - المادة 13 | قانون العقوبات - المادة 374 | قانون الاجراءات المدنية والادارية - المادة 222 | القانون المدني - المادة 336 | قانون العقوبات - المادة 208 | قانون العقوبات - المادة 48 | قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | قانون الاجراءات المدنية والادارية - المادة 219 | قانون الاجراءات المدنية والادارية - المادة 310 | قانون الاجراءات المدنية والادارية - المادة 350 | القانون المدني - المادة 212 | القانون المدني - المادة 492,2,5,True,0.4,1,1.0,1
ما هي مدة الإشعار قبل الاستقالة؟,القانون المدني - المادة 469 مكرر 1 | قانون 90-11 المتعلق بعلاقات العمل - المادة 68 | القانون التجاري - المادة 173 | قانون الاجراءات المدنية والادارية - المادة 301 | قانون الاجراءات المدنية والادارية - المادة 336,قانون 90-11 المتعلق بعلاقات العمل - المادة 68 | القانون المدني - المادة 800 | القانون المدني - المادة 322 | القانون المدني - المادة 531 | قانون الإجراءات المدنية والإدارية - المادة 807 | قانون الإجراءات المدنية والإدارية - المادة 829 | قانون الاجراءات المدنية والادارية - المادة 301 | قانون الاجراءات المدنية والادارية - المادة 310 | قانون الاجراءات المدنية والادارية - المادة 357 | القانون المدني - المادة 801 | قانون الاجراءات المدنية والادارية - المادة 311 | القانون المدني - المادة 319 | قانون الاجراءات المدنية والادارية - المادة 336 | قانون الاجراءات المدنية والادارية - المادة 302 | قانون الاجراءات المدنية والادارية - المادة 215 | القانون التجاري - المادة 33 | قانون الاجراءات المدنية والادارية - المادة 412 | قانون الاجراءات المدنية والادارية - المادة 304 | قانون 90-11 المتعلق بعلاقات العمل - المادة 12 | قانون الاجراءات المدنية والادارية - المادة 354 | القانون المدني - المادة 468 | قانون العقوبات - المادة 266 | القانون المدني - المادة 807 | قانون الاجراءات المدنية والادارية - المادة 235 | القانون المدني - المادة 799 | قانون الاجراءات المدنية والادارية - المادة 334 | قانون الاجراءات المدنية والادارية - المادة 211 | القانون المدني - المادة 440 | قانون العقوبات - المادة 370 | قانون الاجراءات المدنية والادارية - المادة 329,3,5,True,0.6,1,1.0,1
هل العقد الشفهي في العمل مقبول؟,القانون المدني - المادة 68 | قانون العمل الجزاىري - المادة 13 | قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 324 مكرر 7,قانون العمل الجزاىري - المادة 13 | قانون 90-11 المتعلق بعلاقات العمل - المادة 12 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون العمل الجزاىري - المادة 14 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون 90-11 المتعلق بعلاقات العمل - المادة 8 | قانون رقم 90-11 يتعلق بعلاقات العمل - المادة 8 | القانون المدني - المادة 60 | قانون رقم 90-11 يتعلق بعلاقات العمل - المادة 9 | القانون المدني - المادة 71 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 59 | القانون المدني - المادة 418 | القانون المدني - المادة 324 مكرر 6 | القانون المدني - المادة 328 | قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | القانون المدني - المادة 54 | قانون العمل الجزاىري - المادة 18 | قانون العمل الجزاىري - المادة 20 | القانون المدني - المادة 82 | القانون المدني - المادة 120 | قانون العمل الجزاىري - المادة 21 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 17 | القانون المدني - المادة 57 | القانون المدني - المادة 198 | القانون المدني - المادة 119 | القانون المدني - المادة 326 مكرر 2 | قانون العمل الجزاىري - المادة 19 | القانون المدني - المادة 84,3,5,True,0.6,1,1.0,1
ماذا أفعل إذا لم أحصل على عقد؟,القانون المدني - المادة 65 | القانون المدني - المادة 103 | القانون المدني - المادة 480 | قانون الاجراءات المدنية والادارية - المادة 415 | القانون المدني - المادة 166,القانون المدني - المادة 65 | قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | القانون المدني - المادة 119 | القانون التجاري - المادة 33 | القانون المدني - المادة 170 | قانون الاجراءات المدنية والادارية - المادة 309 | القانون المدني - المادة 176 | القانون المدني - المادة 166 | القانون المدني - المادة 275 | قانون العقوبات - المادة 366 | قانون الاجراءات المدنية والادارية - المادة 311 | القانون المدني - المادة 64 | القانون المدني - المادة 426 | القانون المدني - المادة 70 | القانون المدني - المادة 103 | قانون الاجراءات المدنية والادارية - المادة 415 | القانون المدني - المادة 421 | القانون المدني - المادة 791 | القانون المدني - المادة 68 | القانون المدني - المادة 72 | قانون الاجراءات المدنية والادارية - المادة 291 | القانون المدني - المادة 447 | قانون العقوبات - المادة 382 | قانون 90-11 المتعلق بعلاقات العمل - المادة 8 | القانون المدني - المادة 78 | القانون المدني - المادة 172 | القانون المدني - المادة 278 | القانون المدني - المادة 262 | القانون المدني - المادة 57 | قانون العقوبات - المادة 380,4,5,True,0.8,1,1.0,1
هل يمكن العمل بدون تصريح؟,قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 25 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون التجاري - المادة 28 | القانون المدني - المادة 431,قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 25 | قانون 90-11 المتعلق بعلاقات العمل - المادة 8 | قانون العقوبات - المادة 222 | قانون العقوبات - المادة 208 | قانون العقوبات - المادة 227 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون رقم 90-11 يتعلق بعلاقات العمل - المادة 8 | قانون العقوبات - المادة 223 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون الاجراءات المدنية والادارية - المادة 13 | قانون العقوبات - المادة 285 | القانون المدني - المادة 431 | القانون المدني - المادة 332 | القانون 04-08 شروط ممارسة النشاط التجاري - المادة 31 | قانون العقوبات - المادة 366 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 17 | القانون المدني - المادة 273 | قانون العقوبات - المادة 23 | القانون المدني - المادة 173 | القانون المدني - المادة 60 | قانون العمل الجزائري - المادة 9 | القانون المدني - المادة 427 | قانون 90-11 المتعلق بعلاقات العمل - المادة 12 | قانون العمل الجزاىري - المادة 13 | قانون 90-11 المتعلق بعلاقات العمل - المادة 88 | القانون المدني - المادة 80 | القانون التجاري - المادة 28 | قانون العقوبات - المادة 217,5,5,True,1.0,1,1.0,1
ما هي ساعات العمل القانونية؟,قانون العمل الجزاىري - المادة 22 | قانون العمل الجزاىري - المادة None | قانون العمل الجزاىري - المادة 43 | قانون العمل الجزاىري - المادة 13 | قانون العمل الجزاىري - المادة 26,قانون العمل الجزاىري - المادة 22 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون العمل الجزاىري - المادة 26 | قانون العمل الجزاىري - المادة 31 | قانون العمل الجزاىري - المادة 23 | قانون العمل الجزاىري - المادة 25 | قانون العمل الجزاىري - المادة 32 | قانون العمل الجزاىري - المادة None | قانون العمل الجزاىري - المادة 13 | قانون العمل الجزاىري - المادة 43 | قانون 90-11 المتعلق بعلاقات العمل - المادة 55 | قانون الاجراءات المدنية والادارية - المادة 302 | قانون العمل الجزاىري - المادة None | قانون 90-11 المتعلق بعلاقات العمل - المادة 12 | قانون العمل الجزاىري - المادة 42 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون العمل الجزاىري - المادة 45 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون 90-11 المتعلق بعلاقات العمل - المادة 8 | قانون العمل الجزاىري - المادة 44 | قانون الاجراءات المدنية والادارية - المادة 416 | قانون العمل الجزاىري - المادة 41 | قانون رقم 90-11 يتعلق بعلاقات العمل - المادة 8 | قانون الاجراءات المدنية والادارية - المادة 301 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون العمل الجزاىري - المادة 81 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون العقوبات - المادة 223,5,5,True,1.0,1,1.0,1
هل يحق لي عطلة مدفوعة؟,قانون العمل الجزاىري - المادة 41 | قانون العمل الجزاىري - المادة 43 | قانون 90-11 المتعلق بعلاقات العمل - المادة 55 | قانون العمل الجزاىري - المادة 42 | قانون العمل الجزاىري - المادة 33,قانون العمل الجزاىري - المادة 41 | قانون 90-11 المتعلق بعلاقات العمل - المادة 55 | قانون العمل الجزاىري - المادة 43 | قانون العمل الجزاىري - المادة 45 | قانون العمل الجزاىري - المادة 42 | قانون العمل الجزاىري - المادة 44 | قانون العقوبات - المادة 366 | قانون الاجراءات المدنية والادارية - المادة 405 | قانون العمل الجزاىري - المادة None | القانون المدني - المادة 100 | قانون 90-11 المتعلق بعلاقات العمل - المادة 88 | قانون العمل الجزاىري - المادة 33 | القانون المدني - المادة 186 | القانون التجاري - المادة 215 | القانون المدني - المادة 502 | القانون المدني - المادة 701 | القانون المدني - المادة 173 | القانون المدني - المادة 864 | قانون العقوبات - المادة 367 | القانون التجاري - المادة 33 | القانون المدني - المادة 501 | قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | القانون التجاري - المادة 588 | القانون التجاري - المادة 91 | القانون المدني - المادة 500 | قانون الاجراءات المدنية والادارية - المادة 49 | القانون المدني - المادة 700 | القانون المدني - المادة 170 | القانون المدني - المادة 486 | القانون المدني - المادة 849,5,5,True,1.0,1,1.0,1
ما هي حقوقي في حالة الفصل؟,القانون المدني - المادة 442 | قانون الاجراءات المدنية والادارية - المادة 32 | القانون المدني - المادة 103 | القانون المدني - المادة 743 | قانون الاجراءات المدنية والادارية - المادة 228,القانون المدني - المادة 103 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 447 | القانون المدني - المادة 400 | القانون المدني - المادة 422 | قانون الاجراءات المدنية والادارية - المادة 32 | قانون الاجراءات المدنية والادارية - المادة 209 | القانون المدني - المادة 726 | قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | قانون الاجراءات المدنية والادارية - المادة 337 | قانون الاجراءات المدنية والادارية - المادة 54 | قانون الاجراءات المدنية والادارية - المادة 208 | القانون المدني - المادة 424 | قانون العقوبات - المادة 14 | القانون المدني - المادة 218 | القانون المدني - المادة 791 | قانون الاجراءات المدنية والادارية - المادة 215 | قانون الاجراءات المدنية والادارية - المادة 59 | قانون الاجراءات المدنية والادارية - المادة 214 | القانون المدني - المادة 211 | قانون الاجراءات المدنية والادارية - المادة 55 | قانون العقوبات - المادة 15 | قانون الاجراءات المدنية والادارية - المادة 213 | القانون المدني - المادة 747 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 137 | القانون المدني - المادة 743 | القانون المدني - المادة 767 | قانون الاجراءات المدنية والادارية - المادة 228 | القانون المدني - المادة 722,4,5,True,0.8,1,1.0,1
كيف أرفع دعوى ضد صاحب العمل؟,قانون الاجراءات المدنية والادارية - المادة 14 | قانون الإجراءات المدنية والإدارية - المادة 829 | قانون الاجراءات المدنية والادارية - المادة 39 | قانون الاجراءات المدنية والادارية - المادة 43 | قانون الاجراءات المدنية والادارية - المادة 44,قانون الاجراءات المدنية والادارية - المادة 14 | قانون الإجراءات المدنية والإدارية - المادة 829 | قانون الاجراءات المدنية والادارية - المادة 44 | القانون التجاري - المادة 91 | قانون الاجراءات المدنية والادارية - المادة 13 | قانون الإجراءات المدنية والإدارية - المادة 800 | قانون الاجراءات المدنية والادارية - المادة 330 | القانون المدني - المادة 372 | القانون المدني - المادة 223 | قانون الاجراءات المدنية والادارية - المادة 43 | القانون المدني - المادة 802 | قانون الاجراءات المدنية والادارية - المادة 299 | القانون التجاري - المادة 81 | القانون المدني - المادة 317 | قانون الاجراءات المدنية والادارية - المادة 357 | القانون التجاري - المادة 216 | قانون 90-11 المتعلق بعلاقات العمل - المادة 88 | قانون 90-11 المتعلق بعلاقات العمل - المادة 148 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 820 | القانون المدني - المادة 431 | القانون التجاري - المادة 94 | قانون الاجراءات المدنية والادارية - المادة 310 | قانون الاجراءات المدنية والادارية - المادة 222 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون الاجراءات المدنية والادارية - المادة 405 | قانون الاجراءات المدنية والادارية - المادة 211 | القانون المدني - المادة 724 | القانون المدني - المادة 133,4,5,True,0.8,1,1.0,1
هل يمكنني ترك العمل فوراً؟,قانون الاجراءات المدنية والادارية - المادة 302 | قانون العمل الجزاىري - المادة 23 | قانون العقوبات - المادة 264 | القانون المدني - المادة 515 | قانون العمل الجزاىري - المادة 42,قانون العقوبات - المادة 23 | قانون 90-11 المتعلق بعلاقات العمل - المادة 68 | قانون 90-11 المتعلق بعلاقات العمل - المادة 12 | القانون المدني - المادة 307 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 17 | قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | القانون المدني - المادة 588 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون الاجراءات المدنية والادارية - المادة 221 | القانون المدني - المادة 586 | قانون 90-11 المتعلق بعلاقات العمل - المادة 55 | القانون التجاري - المادة 503 | القانون المدني - المادة 207 | القانون المدني - المادة 854 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون العمل الجزاىري - المادة 23 | قانون العمل الجزائري - المادة 12 | قانون 90-11 المتعلق بعلاقات العمل - المادة 88 | قانون العقوبات - المادة 17 | قانون العمل الجزائري - المادة 9 | قانون العمل الجزاىري - المادة 13 | قانون الاجراءات المدنية والادارية - المادة 213 | قانون العقوبات - المادة 226 | قانون العقوبات - المادة 215 | قانون العقوبات - المادة 370 | قانون 90-11 المتعلق بعلاقات العمل - المادة 8 | القانون المدني - المادة 700 | قانون الاجراءات المدنية والادارية - المادة 236 | قانون العقوبات - المادة 382 | قانون الاجراءات المدنية والادارية - المادة 302,2,5,True,0.4,1,1.0,1
ما هي التعويضات عند الطرد؟,قانون الاجراءات المدنية والادارية - المادة 234 | القانون المدني - المادة 103 | القانون التجاري - المادة 579 | قانون العمل الجزاىري - المادة None,قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | قانون العمل الجزاىري - المادة None | القانون المدني - المادة 103 | القانون التجاري - المادة 176 | القانون المدني - المادة 756 مكرر | القانون المدني - المادة 182 مكرر | القانون المدني - المادة 131 | القانون المدني - المادة 701 | القانون المدني - المادة 504 | القانون المدني - المادة 502 | القانون المدني - المادة 119 | القانون المدني - المادة 207 | قانون العقوبات - المادة 368 | قانون العقوبات - المادة 4 | القانون المدني - المادة 756 مكرر 1 | القانون المدني - المادة 399 | القانون المدني - المادة 186 | قانون العمل الجزاىري - المادة 81 | القانون المدني - المادة 184 | القانون المدني - المادة 270 | القانون المدني - المادة 183 | قانون العمل الجزاىري - المادة None | القانون المدني - المادة 700 | قانون العمل الجزاىري - المادة None | القانون المدني - المادة 486 | القانون المدني - المادة 787 | القانون المدني - المادة 185 | القانون التجاري - المادة 579 | قانون العقوبات - المادة 15 | قانون العقوبات - المادة 5,3,4,True,0.75,2,0.5,0
هل يمكن لصاحب العمل تغيير العقد؟,قانون العمل الجزاىري - المادة 12 | القانون المدني - المادة 418 | قانون العمل الجزاىري - المادة 13 | قانون العمل الجزاىري - المادة 11 | قانون العمل الجزاىري - المادة 9,قانون 90-11 المتعلق بعلاقات العمل - المادة 12 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 513 | القانون المدني - المادة 418 | القانون المدني - المادة 287 | القانون المدني - المادة 81 | القانون المدني - المادة 492 | القانون المدني - المادة 119 | القانون المدني - المادة 103 | القانون المدني - المادة 120 | قانون العقوبات - المادة 215 | قانون العمل الجزاىري - المادة 13 | القانون المدني - المادة 467 | قانون 90-11 المتعلق بعلاقات العمل - المادة 8 | القانون المدني - المادة 102 | قانون العمل الجزاىري - المادة 20 | القانون المدني - المادة 289 | القانون المدني - المادة 831 | القانون المدني - المادة 105 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون العقوبات - المادة 214 | قانون العمل الجزاىري - المادة 14 | القانون المدني - المادة 767 | قانون 90-11 المتعلق بعلاقات العمل - المادة 88 | قانون رقم 90-11 يتعلق بعلاقات العمل - المادة 8 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 698 | القانون المدني - المادة 469 مكرر | القانون المدني - المادة 483 | القانون المدني - المادة 486,4,5,True,0.8,1,1.0,1
ما هي حقوق المرأة العاملة؟,قانون 90-11 المتعلق بعلاقات العمل - المادة 55 | قانون 90-11 المتعلق بعلاقات العمل - المادة 29 | القانون التجاري - المادة 8 | قانون العمل الجزاىري - المادة 80 | قانون العمل الجزاىري - المادة None,قانون 90-11 المتعلق بعلاقات العمل - المادة 55 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون العمل الجزاىري - المادة None | قانون 90-11 المتعلق بعلاقات العمل - المادة 29 | قانون رقم 90-11 يتعلق بعلاقات العمل - المادة 8 | القانون المدني - المادة 312 | قانون العقوبات - المادة 8 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 310 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 17 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون التجاري - المادة 8 | قانون 90-11 المتعلق بعلاقات العمل - المادة 88 | قانون 90-11 المتعلق بعلاقات العمل - المادة 8 | القانون المدني - المادة 189 | القانون المدني - المادة 682 | قانون العمل الجزائري - المادة 9 | قانون العمل الجزاىري - المادة 33 | القانون المدني - المادة 845 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 425 | قانون العقوبات - المادة 14 | قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | القانون المدني - المادة 861 | القانون المدني - المادة 439 | القانون المدني - المادة 302 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 3 | قانون العقوبات - المادة 215 | القانون المدني - المادة 172,4,5,True,0.8,1,1.0,1
